qid,docid,docno,rank,score,query
Q1,961,2042335225028686131,77,4.625598452346403,Hormuz strait Iran
Q1,1274,2045123028720201844,78,4.625598452346403,Hormuz strait Iran
Q1,1300,2045132211179999466,79,4.625598452346403,Hormuz strait Iran
Q1,213,2015337785000153258,80,4.623195588914407,Hormuz strait Iran
Q1,2187,2048862167915503949,81,4.617446684182756,Hormuz strait Iran
Q1,1282,2045127314644586980,82,4.594847921886893,Hormuz strait Iran
Q1,1342,2045152846224527367,83,4.56457022884452,Hormuz strait Iran
Q1,391,2033152984365027591,84,4.557600111464865,Hormuz strait Iran
Q1,1250,2044861252694880383,85,4.510891851931014,Hormuz strait Iran
Q1,1273,2045122877951742189,86,4.510891851931014,Hormuz strait Iran
Q1,1313,2045135231745728916,87,4.510891851931014,Hormuz strait Iran
Q1,1072,2043325641043452383,88,4.5051313975948455,Hormuz strait Iran
Q1,1288,2045128754284933479,89,4.5051313975948455,Hormuz strait Iran
Q1,1291,2045129276693815685,90,4.5051313975948455,Hormuz strait Iran
Q1,1292,2045129299213029421,91,4.5051313975948455,Hormuz strait Iran
Q1,1312,2045134999033147649,92,4.5051313975948455,Hormuz strait Iran
Q1,1364,2045178678900912274,93,4.5051313975948455,Hormuz strait Iran
Q1,1310,2045134651967132147,94,4.483145648227494,Hormuz strait Iran
Q1,839,2041722499772354737,95,4.477184817322815,Hormuz strait Iran
Q1,1311,2045134774482977107,96,4.459474743318126,Hormuz strait Iran
Q1,1307,2045133425154076920,97,4.457070216205422,Hormuz strait Iran
Q1,1297,2045131418703986876,98,4.447220666577854,Hormuz strait Iran
Q1,1374,2045181003488969080,99,4.447220666577854,Hormuz strait Iran
Q2,1178,2044297122573328670,0,7.613161117580578,revolutionary guard Iran
Q2,1378,2045182794498728129,1,7.157245083021909,revolutionary guard Iran
Q2,730,2041253672819343467,2,7.051672298546859,revolutionary guard Iran
Q2,1050,2043230105628295174,3,6.949168739550172,revolutionary guard Iran
Q2,700,2041131308701700320,4,6.773584807475857,revolutionary guard Iran
Q2,225,2017133169082863969,5,6.708129909781708,revolutionary guard Iran
Q2,697,2041124056456458278,6,6.567316982805506,revolutionary guard Iran
Q2,1064,2043290769583206582,7,6.567316982805506,revolutionary guard Iran
Q2,2269,2048869798981845261,8,6.523959191130754,revolutionary guard Iran
Q2,1038,2043157123522244731,9,6.478322211987578,revolutionary guard Iran
Q2,1042,2043168734316273888,10,6.478322211987578,revolutionary guard Iran
Q2,1055,2043249111991034293,11,6.478322211987578,revolutionary guard Iran
Q2,1140,2043820435490451862,12,6.449386934400477,revolutionary guard Iran
Q2,627,2040380146545303725,13,6.417149670968237,revolutionary guard Iran
Q2,667,2040843878840811547,14,6.225244343907442,revolutionary guard Iran
Q2,2046,2048376992060293546,15,6.14522260449546,revolutionary guard Iran
Q2,686,2041063308657049979,16,6.06723201767685,revolutionary guard Iran
Q2,759,2041470318363984127,17,6.06723201767685,revolutionary guard Iran
Q2,685,2041059796082630768,18,5.9911962189862775,revolutionary guard Iran
Q2,758,2041468338421846139,19,5.9911962189862775,revolutionary guard Iran
Q2,912,2042026005116723241,20,5.9911962189862775,revolutionary guard Iran
Q2,1025,2043073140511674714,21,5.9911962189862775,revolutionary guard Iran
Q2,2250,2048868436340879402,22,5.9911962189862775,revolutionary guard Iran
Q2,757,2041467362700841228,23,5.978511413501748,revolutionary guard Iran
Q2,1164,2044098266221117610,24,5.9639253777816155,revolutionary guard Iran
Q2,1163,2044089922982649980,25,5.9365650056852,revolutionary guard Iran
Q2,890,2041922607675494476,26,5.917042624638842,revolutionary guard Iran
Q2,675,2040961337115681159,27,5.844702200421366,revolutionary guard Iran
Q2,855,2041832394496307541,28,5.844702200421366,revolutionary guard Iran
Q2,650,2040681122493862295,29,5.8048992445421685,revolutionary guard Iran
Q2,854,2041832001406173449,30,5.721783271730586,revolutionary guard Iran
Q2,1316,2045139247947227189,31,5.721471035973302,revolutionary guard Iran
Q2,226,2017161637883486218,32,5.705201202567731,revolutionary guard Iran
Q2,1081,2043367716011016347,33,5.705201202567731,revolutionary guard Iran
Q2,1267,2045076329758871681,34,5.705201202567731,revolutionary guard Iran
Q2,696,2041122180629410079,35,5.644975069072314,revolutionary guard Iran
Q2,987,2042624023540973721,36,5.637918454596676,revolutionary guard Iran
Q2,1134,2043772436248965407,37,5.637918454596676,revolutionary guard Iran
Q2,589,2039732425329152448,38,5.572204171159544,revolutionary guard Iran
Q2,941,2042286290172068186,39,5.572204171159544,revolutionary guard Iran
Q2,1931,2048036263505154515,40,5.570497614159827,revolutionary guard Iran
Q2,1220,2044657289013920052,41,5.500266263757867,revolutionary guard Iran
Q2,793,2041530563753054467,42,5.4452666155192215,revolutionary guard Iran
Q2,619,2040320391953211872,43,5.383942188051427,revolutionary guard Iran
Q2,1022,2043032600453779565,44,5.383942188051427,revolutionary guard Iran
Q2,1143,2043843688355508651,45,5.354031665360258,revolutionary guard Iran
Q2,1098,2043468712188031428,46,5.332556366504777,revolutionary guard Iran
Q2,1105,2043606829318721757,47,5.323983645711069,revolutionary guard Iran
Q2,1222,2044664917781881028,48,5.323983645711069,revolutionary guard Iran
Q2,1704,2047037956687368343,49,5.26534585735857,revolutionary guard Iran
Q2,1382,2045183969789108529,50,5.226388961159138,revolutionary guard Iran
Q2,1189,2044409120346812706,51,5.204419235738422,revolutionary guard Iran
Q2,1031,2043115919963037918,52,5.174894697638472,revolutionary guard Iran
Q2,1375,2045181234683547872,53,5.151861745183001,revolutionary guard Iran
Q2,1231,2044764969854488962,54,5.0995300536338775,revolutionary guard Iran
Q2,1021,2043032319779328178,55,5.09693457508438,revolutionary guard Iran
Q2,1073,2043326843780997436,56,5.09693457508438,revolutionary guard Iran
Q2,760,2041471812475695319,57,5.043166274325051,revolutionary guard Iran
Q2,815,2041626070399492601,58,5.043166274325051,revolutionary guard Iran
Q2,907,2041978164705132714,59,5.043166274325051,revolutionary guard Iran
Q2,989,2042638730662678791,60,5.043166274325051,revolutionary guard Iran
Q2,1172,2044180566572961802,61,5.043166274325051,revolutionary guard Iran
Q2,1371,2045180805798928759,62,5.043166274325051,revolutionary guard Iran
Q2,1644,2046937378921840676,63,5.043166274325051,revolutionary guard Iran
Q2,668,2040852607632068659,64,5.026396665756424,revolutionary guard Iran
Q2,819,2041633844802068870,65,4.990520550517346,revolutionary guard Iran
Q2,834,2041690304802136352,66,4.990520550517346,revolutionary guard Iran
Q2,916,2042077140275933595,67,4.990520550517346,revolutionary guard Iran
Q2,917,2042088641720127656,68,4.990520550517346,revolutionary guard Iran
Q2,994,2042704796571082816,69,4.990520550517346,revolutionary guard Iran
