qid,docid,docno,rank,score,query
Q2,589,2039732425329152448,39,5.534043463966608,revolutionary guard Iran
Q2,941,2042286290172068186,40,5.534043463966608,revolutionary guard Iran
Q2,1931,2048036263505154515,41,5.527817703645685,revolutionary guard Iran
Q2,1220,2044657289013920052,42,5.464042683135416,revolutionary guard Iran
Q2,793,2041530563753054467,43,5.407975228032418,revolutionary guard Iran
Q2,619,2040320391953211872,44,5.347070775039442,revolutionary guard Iran
Q2,1022,2043032600453779565,45,5.347070775039442,revolutionary guard Iran
Q2,1143,2043843688355508651,46,5.319600230428795,revolutionary guard Iran
Q2,1098,2043468712188031428,47,5.297485643710129,revolutionary guard Iran
Q2,1105,2043606829318721757,48,5.287522853040279,revolutionary guard Iran
Q2,1222,2044664917781881028,49,5.287522853040279,revolutionary guard Iran
Q2,194,1984196797049225597,50,5.244229356816084,revolutionary guard Iran
Q2,1704,2047037956687368343,51,5.22928663997164,revolutionary guard Iran
Q2,1726,2047106776986771908,52,5.22928663997164,revolutionary guard Iran
Q2,1382,2045183969789108529,53,5.192046832083112,revolutionary guard Iran
Q2,729,2041244819557937359,54,5.172319266920155,revolutionary guard Iran
Q2,874,2041900185954218009,55,5.172319266920155,revolutionary guard Iran
Q2,1189,2044409120346812706,56,5.171024275305633,revolutionary guard Iran
Q2,1031,2043115919963037918,57,5.140905613627354,revolutionary guard Iran
Q2,1375,2045181234683547872,58,5.116579712881679,revolutionary guard Iran
Q2,1021,2043032319779328178,59,5.062028706252788,revolutionary guard Iran
Q2,1073,2043326843780997436,60,5.062028706252788,revolutionary guard Iran
Q2,1231,2044764969854488962,61,5.060458591544023,revolutionary guard Iran
Q2,760,2041471812475695319,62,5.008628632557385,revolutionary guard Iran
Q2,815,2041626070399492601,63,5.008628632557385,revolutionary guard Iran
Q2,907,2041978164705132714,64,5.008628632557385,revolutionary guard Iran
Q2,989,2042638730662678791,65,5.008628632557385,revolutionary guard Iran
Q2,1172,2044180566572961802,66,5.008628632557385,revolutionary guard Iran
Q2,1371,2045180805798928759,67,5.008628632557385,revolutionary guard Iran
Q2,1644,2046937378921840676,68,5.008628632557385,revolutionary guard Iran
Q2,668,2040852607632068659,69,4.993424409282081,revolutionary guard Iran
Q2,819,2041633844802068870,70,4.956343447952745,revolutionary guard Iran
Q2,834,2041690304802136352,71,4.956343447952745,revolutionary guard Iran
Q2,916,2042077140275933595,72,4.956343447952745,revolutionary guard Iran
Q2,917,2042088641720127656,73,4.956343447952745,revolutionary guard Iran
Q2,994,2042704796571082816,74,4.956343447952745,revolutionary guard Iran
Q2,1027,2043079785606263253,75,4.956343447952745,revolutionary guard Iran
Q2,1076,2043347735936487820,76,4.956343447952745,revolutionary guard Iran
Q2,1082,2043370816688079280,77,4.956343447952745,revolutionary guard Iran
Q2,1129,2043754133945987519,78,4.956343447952745,revolutionary guard Iran
Q2,737,2041296750971936998,79,4.946148981779272,revolutionary guard Iran
Q2,881,2041913431679238541,80,4.946148981779272,revolutionary guard Iran
Q2,221,2016895598029656493,81,4.905138598097088,revolutionary guard Iran
Q2,723,2041223624690979184,82,4.905138598097088,revolutionary guard Iran
Q2,779,2041505141761941681,83,4.905138598097088,revolutionary guard Iran
Q2,805,2041573835456098807,84,4.905138598097088,revolutionary guard Iran
Q2,1083,2043376370596594138,85,4.905138598097088,revolutionary guard Iran
Q2,1084,2043380442435658054,86,4.905138598097088,revolutionary guard Iran
Q2,1099,2043483889696477425,87,4.905138598097088,revolutionary guard Iran
Q2,1168,2044136965088419915,88,4.905138598097088,revolutionary guard Iran
Q2,1321,2045142699603272012,89,4.905138598097088,revolutionary guard Iran
Q2,1386,2045185668197069263,90,4.905138598097088,revolutionary guard Iran
Q2,644,2040583970157433065,91,4.854980941994865,revolutionary guard Iran
Q2,724,2041224272442728633,92,4.854980941994865,revolutionary guard Iran
Q2,764,2041473155336675708,93,4.854980941994865,revolutionary guard Iran
Q2,818,2041630219145019473,94,4.854980941994865,revolutionary guard Iran
Q2,857,2041835756512055497,95,4.854980941994865,revolutionary guard Iran
Q2,1026,2043078756114534791,96,4.854980941994865,revolutionary guard Iran
Q2,1092,2043424960853819509,97,4.854980941994865,revolutionary guard Iran
Q2,1101,2043511750663045238,98,4.854980941994865,revolutionary guard Iran
Q2,1585,2046718176524894668,99,4.854980941994865,revolutionary guard Iran
Q3,743,2041329353255227434,0,7.216538560836727,supreme leader Iran
Q3,1085,2043382231994130437,1,6.982972512844925,supreme leader Iran
Q3,862,2041851209233977356,2,6.871768791980297,supreme leader Iran
Q3,1091,2043416241323573250,3,6.871768791980297,supreme leader Iran
Q3,939,2042283564201279622,4,6.669093493317603,supreme leader Iran
Q3,725,2041226127361155509,5,6.659658878719015,supreme leader Iran
Q3,963,2042340463856976032,6,6.594586639617943,supreme leader Iran
Q3,873,2041893075359035492,7,6.481430098289374,supreme leader Iran
Q3,1062,2043276443149565998,8,6.460251220020739,supreme leader Iran
Q3,306,2028968010401112477,9,6.392642997275666,supreme leader Iran
Q3,823,2041652041152377093,10,6.364959428026107,supreme leader Iran
Q3,945,2042297199455838407,11,6.272437971182934,supreme leader Iran
Q3,971,2042427545522749578,12,6.272437971182934,supreme leader Iran
Q3,1002,2042852748056465743,13,6.272437971182934,supreme leader Iran
Q3,1001,2042841960411439367,14,6.195930768700505,supreme leader Iran
Q3,964,2042343832587530364,15,6.182567771115896,supreme leader Iran
Q3,1003,2042863157425705399,16,6.182567771115896,supreme leader Iran
Q3,714,2041191059212861518,17,6.095236477572305,supreme leader Iran
Q3,716,2041197877607772248,18,6.095236477572305,supreme leader Iran
Q3,761,2041472008869851408,19,6.095236477572305,supreme leader Iran
Q3,822,2041651975146606999,20,6.095236477572305,supreme leader Iran
Q3,909,2041979048478273699,21,6.091148383380109,supreme leader Iran
Q3,940,2042285167403024731,22,6.059420707696227,supreme leader Iran
Q3,715,2041193014966505622,23,6.010337999853451,supreme leader Iran
Q3,835,2041690421710000443,24,5.927772076867178,supreme leader Iran
Q3,143,1936600833225076779,25,5.847443882138204,supreme leader Iran
Q3,747,2041356402208162029,26,5.847443882138204,supreme leader Iran
Q3,961,2042335225028686131,27,5.769263660504461,supreme leader Iran
Q3,1072,2043325641043452383,28,5.619011491314632,supreme leader Iran
Q3,1236,2044799934067581288,29,5.619011491314632,supreme leader Iran
Q3,796,2041546858108276974,30,5.546782507443345,supreme leader Iran
Q3,1230,2044760428287258719,31,5.546782507443345,supreme leader Iran
Q3,1008,2042928374646030441,32,5.476386876470718,supreme leader Iran
Q3,157,1938574104220549315,33,5.43059978022161,supreme leader Iran
Q3,1778,2047365262689653044,34,5.407755670530705,supreme leader Iran
Q3,937,2042267020025074046,35,5.3408233742637625,supreme leader Iran
Q3,1023,2043061052804382872,36,5.2925152509950975,supreme leader Iran
